adresse,postnummer,by,pris,type,kvm,vaerelser,byggeaar,energimaerke,liggetid,afstand_m,afstand_vindm_m,afstand_sol_m,lat,lng,url
Jagtvej 1,8410,Rønde,1998000,Fritidshus,41,3.0,1960,-,230,135.1,1275.0,2265.0,56.294,10.41949,https://www.boliga.dk/adresse/jagtvej-1-8410-roende-1445874426
"Julivej 8, Skal Klit",9800,Hjørring,3445000,Fritidshus,89,5.0,1993,-,246,135.1,2830.0,5407.0,57.50126,9.84381,https://www.boliga.dk/adresse/julivej-8-9800-hjoerring-354853400
Engvang 22,7800,Skive,888000,Villa/Parcelhus,111,4.0,1957,D,15,135.1,3465.0,1160.0,56.56267,9.04605,https://www.boliga.dk/adresse/engvang-22-7800-skive-15903161
Enebærvej 7,9370,Hals,2080000,Fritidshus,78,4.0,2017,-,194,135.2,6990.0,3485.0,57.00657,10.3462,https://www.boliga.dk/adresse/enebaervej-7-9370-hals-269229962
"Strandvang 29, Lindenborg",4000,Roskilde,3995000,Fritidshus,98,4.0,2017,-,91,135.2,2006.0,1931.0,55.64743,11.93744,https://www.boliga.dk/adresse/strandvang-29-4000-roskilde-1258982710
Spangbergsvej 44,7700,Thisted,2495000,Villa/Parcelhus,143,5.0,1948,C,154,135.3,2389.0,2236.0,56.95359,8.71047,https://www.boliga.dk/adresse/spangbergsvej-44-7700-thisted-1475450708
"Hjertegræsset 37, Langø",5390,Martofte,2995000,Fritidshus,77,4.0,1969,-,17,135.3,8966.0,15320.0,55.56599,10.60698,https://www.boliga.dk/adresse/hjertegraesset-37-5390-martofte-950779925
"Varnæshoved 4, Varnæs",6200,Aabenraa,9995000,Villalejlighed,225,9.0,1882,D,488,135.4,2979.0,8853.0,55.0426,9.57704,https://www.boliga.dk/adresse/varnaeshoved-4-6200-aabenraa-99248468
"Dunhammervej 4, Næsby Strand",4200,Slagelse,2495000,Fritidshus,92,4.0,2007,-,91,135.4,2713.0,6603.0,55.40748,11.20993,https://www.boliga.dk/adresse/dunhammervej-4-4200-slagelse-252601916
Søndergade 10,4900,Nakskov,1750000,Villa/Parcelhus,175,18.0,1902,c,63,135.6,2328.0,1716.0,54.82994,11.137,https://www.boliga.dk/adresse/soendergade-10-4900-nakskov-1566292641
Klintvej 90,4500,Nykøbing Sj,12000000,Fritidshus,120,4.0,2025,-,82,135.6,4265.0,1118.0,55.9499,11.60016,https://www.boliga.dk/adresse/klintvej-90-4500-nykoebing-sj-1565818329
"Rågelejevej 166, Rågeleje",3210,Vejby,2495000,Fritidshus,65,3.0,1935,-,104,135.6,2660.0,2688.0,56.09746,12.15924,https://www.boliga.dk/adresse/raagelejevej-166-3210-vejby-501247359
"Hannesvej 6, Trend",9670,Løgstør,1595000,Fritidshus,109,6.0,1971,-,23,135.7,4208.0,7248.0,56.84307,9.21096,https://www.boliga.dk/adresse/hannesvej-6-9670-loegstoer-1947638376
"Ndr. Strandvej 35, Nexø",3730,Nexø,1635000,Villa/Parcelhus,122,4.0,1908,D,163,135.8,706.0,1359.0,55.06757,15.13535,https://www.boliga.dk/adresse/ndr-strandvej-35-3730-nexoe-1131073762
"Yndgårdsvej 7, Hasmark Strand",5450,Otterup,1090000,Fritidshus,42,3.0,1957,-,198,136.1,3003.0,9008.0,55.56083,10.46417,https://www.boliga.dk/adresse/yndgaardsvej-7-5450-otterup-87185695
Firkløvervej 5,2670,Greve,8695000,Villa/Parcelhus,155,5.0,1982,D,65,136.2,5544.0,2493.0,55.58018,12.30718,https://www.boliga.dk/adresse/firkloevervej-5-2670-greve-1434283871
Stenstrupsgade 23,9900,Frederikshavn,895000,Villa/Parcelhus,113,4.0,1916,C,23,136.2,2559.0,1972.0,57.43022,10.52561,https://www.boliga.dk/adresse/stenstrupsgade-23-9900-frederikshavn-803490714
"Spodsbjergvej 303, Spodsbjerg",5900,Rudkøbing,1245000,Fritidshus,138,5.0,1949,F,153,136.2,3000.0,4898.0,54.92899,10.82682,https://www.boliga.dk/adresse/spodsbjergvej-303-5900-rudkoebing-1481312358
Fjordvej 11,8340,Malling,3195000,Fritidshus,95,4.0,2004,-,145,136.5,2707.0,7743.0,56.0244,10.25839,https://www.boliga.dk/adresse/fjordvej-11-8340-malling-1929083002
Svalemosevej 34,4671,Strøby,2195000,Fritidshus,100,5.0,1963,-,161,136.7,979.0,6358.0,55.40033,12.29938,https://www.boliga.dk/adresse/svalemosevej-34-4671-stroeby-1903901600
"Strandholm 30, Leestrup Str",4640,Faxe,1895000,Fritidshus,112,4.0,1877,B,240,136.7,4694.0,4589.0,55.17322,12.04841,https://www.boliga.dk/adresse/strandholm-30-4640-faxe-2045774400
Strandhuse 30,5700,Svendborg,5195000,Villa/Parcelhus,165,3.0,1920,D,110,136.7,4880.0,505.0,55.04803,10.59225,https://www.boliga.dk/adresse/strandhuse-30-5700-svendborg-1022554879
Yndgårdsvej 9,5450,Otterup,2345000,Fritidshus,60,3.0,2019,-,0,136.7,3012.0,9003.0,55.56073,10.46441,https://www.boliga.dk/adresse/yndgaardsvej-9-5450-otterup-412879139
Svanegade 12,7680,Thyborøn,1695000,Fritidshus,159,6.0,1957,D,1460,136.8,3202.0,9139.0,56.70382,8.21957,https://www.boliga.dk/adresse/svanegade-12-7680-thyboroen-513459923
"Skovkrogen 36, Skovkrogen",5683,Haarby,2995000,Fritidshus,62,2.0,1999,-,121,136.9,5200.0,8755.0,55.18041,10.04238,https://www.boliga.dk/adresse/skovkrogen-36-5683-haarby-1512075296
"Tværvænget 4, Hasmark Strand",5450,Otterup,1990000,Fritidshus,99,5.0,1963,-,107,136.9,2964.0,9042.0,55.56146,10.46288,https://www.boliga.dk/adresse/tvaervaenget-4-5450-otterup-1337072498
Sandvej 2,4540,Fårevejle,10495000,Fritidshus,125,5.0,1976,-,49,137.0,6747.0,7366.0,55.83592,11.37393,https://www.boliga.dk/adresse/sandvej-2-4540-faarevejle-725057712
Munkerup Strandvej 72,3120,Dronningmølle,5850000,Villa/Parcelhus,199,6.0,1959,c,81,137.0,1405.0,9341.0,56.10886,12.36625,https://www.boliga.dk/adresse/munkerup-strandvej-72-3120-dronningmoelle-1407317218
"Kirkehøjvej 36C, Lejlighed S3, Bork Havn",6893,Hemmet,570000,Fritidshus,51,3.0,1992,-,302,137.2,2655.0,822.0,55.84899,8.28259,https://www.boliga.dk/adresse/kirkehoejvej-36c-6893-hemmet-650229856
"Bjergstien 12, Hvidbjerg",7080,Børkop,5695000,Fritidshus,127,4.0,2024,-,91,137.4,2359.0,2469.0,55.64099,9.74227,https://www.boliga.dk/adresse/bjergstien-12-7080-boerkop-1459626192
Svalemosevej 24,4671,Strøby,1795000,Fritidshus,71,3.0,1964,-,75,137.4,1014.0,6409.0,55.40088,12.29741,https://www.boliga.dk/adresse/svalemosevej-24-4671-stroeby-835007608
Søbrinken 14,7700,Thisted,4250000,Villa/Parcelhus,159,5.0,1967,C,257,137.4,2615.0,1870.0,56.95218,8.71621,https://www.boliga.dk/adresse/soebrinken-14-7700-thisted-662973950
Grøndahlsvej 2B,3120,Dronningmølle,8995000,Villa/Parcelhus,218,7.0,2016,I,221,137.4,1557.0,9349.0,56.10601,12.37011,https://www.boliga.dk/adresse/groendahlsvej-2b-3120-dronningmoelle-1474398297
"Ulvshalevej 363, Ulvshale",4780,Stege,2795000,Fritidshus,119,5.0,1884,F,411,137.5,4990.0,6297.0,55.04869,12.23748,https://www.boliga.dk/adresse/ulvshalevej-363-4780-stege-928942151
Fredensgade 5A,9670,Løgstør,1295000,Fritidshus,187,6.0,1922,C,1119,137.5,2595.0,2271.0,56.96736,9.24972,https://www.boliga.dk/adresse/fredensgade-5a-9670-loegstoer-859764032
Brogade 36,9670,Løgstør,500000,Villa/Parcelhus,114,5.0,1930,c,252,137.5,2675.0,5731.0,57.00376,9.29089,https://www.boliga.dk/adresse/brogade-36-9670-loegstoer-1981791059
"Feriebyen 112, Gilbjerg",3250,Gilleleje,3600000,Fritidshus,71,3.0,1986,-,104,137.6,1562.0,7500.0,56.12455,12.26503,https://www.boliga.dk/adresse/feriebyen-112-3250-gilleleje-266805640
Dyrehavevej 89A,5800,Nyborg,3495000,Villa/Parcelhus,196,6.0,1933,E,43,137.7,5891.0,5485.0,55.30132,10.78094,https://www.boliga.dk/adresse/dyrehavevej-89a-5800-nyborg-1636732094
"Henrichsens Vej 5, Nederby",7884,Fur,845000,Fritidshus,107,2.0,1900,E,84,137.8,1810.0,8506.0,56.81583,9.02431,https://www.boliga.dk/adresse/henrichsens-vej-5-7884-fur-1834154403
Kristoffervejen 14A,8400,Ebeltoft,4995000,Villa/Parcelhus,412,10.0,1927,J,74,137.9,880.0,7567.0,56.15615,10.72322,https://www.boliga.dk/adresse/kristoffervejen-14a-8400-ebeltoft-1398158688
"Grønhøjvænge 22, Kisserup",4300,Holbæk,1645000,Fritidshus,64,3.0,1980,-,57,137.9,2206.0,3310.0,55.79002,11.73881,https://www.boliga.dk/adresse/groenhoejvaenge-22-4300-holbaek-106634674
Nørre Alle 56,5500,Middelfart,6295000,Villa/Parcelhus,185,7.0,1974,c,95,138.0,4300.0,3232.0,55.54156,9.77566,https://www.boliga.dk/adresse/noerre-alle-56-5500-middelfart-1403567592
Østergade 18,7900,Nykøbing M,995000,Fritidshus,140,5.0,1840,C,313,138.0,1896.0,1848.0,56.79681,8.86425,https://www.boliga.dk/adresse/oestergade-18-7900-nykoebing-m-787494600
"Ørnevej 17, Yderby Lyng",4583,Sjællands Odde,1995000,Fritidshus,62,3.0,1966,-,111,138.0,4228.0,18896.0,55.9899,11.28916,https://www.boliga.dk/adresse/oernevej-17-4583-sjaellands-odde-1553746194
Bankevejen 117,4750,Lundby,3295000,Villa/Parcelhus,211,6.0,1968,D,41,138.0,3661.0,4132.0,55.12885,11.81282,https://www.boliga.dk/adresse/bankevejen-117-4750-lundby-1867220466
Niels Tvillings Vej 3,9970,Strandby,1345000,Fritidshus,150,5.0,1948,C,145,138.1,2887.0,894.0,57.49376,10.49969,https://www.boliga.dk/adresse/niels-tvillings-vej-3-9970-strandby-298438213
"Strandbovej 22, Yderby Lyng",4583,Sjællands Odde,2995000,Fritidshus,76,4.0,1964,-,167,138.1,1887.0,16837.0,55.97389,11.31796,https://www.boliga.dk/adresse/strandbovej-22-4583-sjaellands-odde-470605961
"Fælledvej 32, Tørslev Hage",3630,Jægerspris,2795000,Fritidshus,112,3.0,2015,-,131,138.6,3814.0,3553.0,55.80932,12.04559,https://www.boliga.dk/adresse/faelledvej-32-3630-jaegerspris-1870586578
"Ved Bækken 15, Hasmark Strand",5450,Otterup,2795000,Fritidshus,60,2.0,2020,-,254,138.6,2843.0,9123.0,55.56313,10.45882,https://www.boliga.dk/adresse/ved-baekken-15-5450-otterup-1695304385
"Ndr. Strandvej 37, Nexø",3730,Nexø,2640000,Villa/Parcelhus,161,6.0,1913,D,5,138.7,717.0,1368.0,55.06768,15.13538,https://www.boliga.dk/adresse/ndr-strandvej-37-3730-nexoe-2130147151
Birkevænget 8,8340,Malling,2695000,Fritidshus,72,3.0,1952,-,29,138.8,3653.0,8972.0,56.0343,10.26734,https://www.boliga.dk/adresse/birkevaenget-8-8340-malling-961572398
Lohmannsvej 10,4780,Stege,3995000,Villa/Parcelhus,235,9.0,1974,C,119,138.8,1965.0,1542.0,54.98604,12.29028,https://www.boliga.dk/adresse/lohmannsvej-10-4780-stege-1377554035
"Bølshavn 10, Bølshavn",3740,Svaneke,5000000,Fritidshus,116,4.0,1940,C,105,138.8,748.0,177.0,55.15423,15.07448,https://www.boliga.dk/adresse/boelshavn-10-3740-svaneke-1593339659
"Hvidtjørnevej 4, Lumsås",4500,Nykøbing Sj,3495000,Fritidshus,71,3.0,1955,-,128,139.0,1530.0,4066.0,55.95014,11.52135,https://www.boliga.dk/adresse/hvidtjoernevej-4-4500-nykoebing-sj-435546402
"Stadionvej 3, Tilsted",7700,Thisted,3945000,Villa/Parcelhus,152,4.0,2000,B,28,139.1,2064.0,3197.0,56.95374,8.67102,https://www.boliga.dk/adresse/stadionvej-3-7700-thisted-842727427
"Egelundsvej 12, Færgelunden",3630,Jægerspris,4495000,Villa/Parcelhus,188,7.0,1923,E,14,139.1,3305.0,2129.0,55.82885,12.03447,https://www.boliga.dk/adresse/egelundsvej-12-3630-jaegerspris-288427785
Kløvervej 3,3390,Hundested,2395000,Villa/Parcelhus,181,6.0,1949,D,35,139.1,5670.0,1979.0,55.94553,11.87717,https://www.boliga.dk/adresse/kloevervej-3-3390-hundested-274113101
"Agathesvej 3, Lyngså",9300,Sæby,1395000,Fritidshus,59,4.0,1965,-,296,139.1,2454.0,1934.0,57.25149,10.54763,https://www.boliga.dk/adresse/agathesvej-3-9300-saeby-949612021
Spangbergsvej 21,7700,Thisted,998000,Villa/Parcelhus,82,2.0,1947,C,5,139.2,2294.0,2501.0,56.95422,8.70624,https://www.boliga.dk/adresse/spangbergsvej-21-7700-thisted-1075905534
Strandhovedvej 6B,4654,Faxe Ladeplads,1995000,Fritidshus,87,4.0,1979,-,41,139.3,3219.0,4649.0,55.2106,12.15157,https://www.boliga.dk/adresse/strandhovedvej-6b-4654-faxe-ladeplads-1420534726
Helgolandsgade 8,4800,Nykøbing F,2995000,Villa/Parcelhus,148,6.0,1912,E,212,139.3,3852.0,2532.0,54.77335,11.86598,https://www.boliga.dk/adresse/helgolandsgade-8-4800-nykoebing-f-233082065
Strandbakken 5,5700,Svendborg,8495000,Villa/Parcelhus,194,8.0,1968,D,27,139.4,4527.0,439.0,55.04658,10.5863,https://www.boliga.dk/adresse/strandbakken-5-5700-svendborg-688681247
"Rævegade 10, Spodsbjerg",5900,Rudkøbing,1095000,Fritidshus,125,4.0,1907,E,49,139.5,3028.0,4921.0,54.93126,10.82737,https://www.boliga.dk/adresse/raevegade-10-5900-rudkoebing-1451246993
"Havtornvej 13, Ore",4760,Vordingborg,995000,Fritidshus,48,3.0,1973,-,7,139.6,4175.0,3367.0,55.00782,11.86716,https://www.boliga.dk/adresse/havtornvej-13-4760-vordingborg-2069756267
"Skrænten 8, Hvalpsund",9640,Farsø,1295000,Villa/Parcelhus,130,4.0,1973,C,510,139.6,4285.0,368.0,56.70221,9.20207,https://www.boliga.dk/adresse/skraenten-8-9640-farsoe-1494788937
"Gyldendal 3, Gyldendal",7860,Spøttrup,2495000,Fritidshus,156,5.0,2004,I,511,139.6,838.0,4290.0,56.58139,8.71335,https://www.boliga.dk/adresse/gyldendal-3-7860-spoettrup-522583245
Skrænten 51,4671,Strøby,2650000,Fritidshus,68,3.0,1970,-,63,139.7,2319.0,7298.0,55.40823,12.27274,https://www.boliga.dk/adresse/skraenten-51-4671-stroeby-1034698014
"Hyldevej 7, Marielyst",4873,Væggerløse,5500000,Fritidshus,155,6.0,2012,-,399,139.7,4210.0,4600.0,54.68439,11.96578,https://www.boliga.dk/adresse/hyldevej-7-4873-vaeggerloese-115077543
"Æblestien 5, Balka",3730,Nexø,2395000,Fritidshus,46,3.0,1977,-,16,139.9,2016.0,2210.0,55.0412,15.11048,https://www.boliga.dk/adresse/aeblestien-5-3730-nexoe-1515560825
"Strandhuse 27, Fjællebroen",5762,Vester Skerninge,3995000,Villa/Parcelhus,259,8.0,1877,B,315,139.9,4337.0,1447.0,55.0584,10.38558,https://www.boliga.dk/adresse/strandhuse-27-5762-vester-skerninge-622779731
Stranddalen 61,7870,Roslev,825000,Fritidshus,80,3.0,1972,-,134,140.0,1637.0,5965.0,56.78948,9.09638,https://www.boliga.dk/adresse/stranddalen-61-7870-roslev-1940591209
"Lyngbyvej 239C, st Lyngby",9480,Løkken,475000,Fritidshus,40,2.0,1987,D,35,140.1,1559.0,4582.0,57.41259,9.74682,https://www.boliga.dk/adresse/lyngbyvej-239c-st-9480-loekken-1465627110
"Fuglsøvej 10, Lyngsbækgård",8400,Ebeltoft,2195000,Fritidshus,63,4.0,1953,-,98,140.2,6556.0,4398.0,56.22767,10.601,https://www.boliga.dk/adresse/fuglsoevej-10-8400-ebeltoft-1851971914
Askø Strandvig 237,4942,Askø,895000,Fritidshus,113,4.0,1977,-,603,140.3,8665.0,7637.0,54.89129,11.50855,https://www.boliga.dk/adresse/askoe-strandvig-237-4942-askoe-2104163115
"Karrebæksti 29, Karrebæk",4736,Karrebæksminde,3495000,Villa/Parcelhus,160,3.0,1962,D,105,140.3,3241.0,8965.0,55.18881,11.65241,https://www.boliga.dk/adresse/karrebaeksti-29-4736-karrebaeksminde-1683011574
"Gravlundsvej 5, Reersø",4281,Gørlev,4995000,Fritidshus,215,9.0,1966,-,32,140.4,3442.0,4084.0,55.53567,11.12303,https://www.boliga.dk/adresse/gravlundsvej-5-4281-goerlev-263334073
Heboltoft 18,6950,Ringkøbing,1595000,Villa/Parcelhus,173,5.0,1964,D,278,140.5,2403.0,2391.0,56.07296,8.27341,https://www.boliga.dk/adresse/heboltoft-18-6950-ringkoebing-2029399571
"Kystvejen 173, Egsmark Strand",8400,Ebeltoft,5495000,Fritidshus,160,4.0,1992,-,292,140.7,4594.0,662.0,56.22457,10.66255,https://www.boliga.dk/adresse/kystvejen-173-8400-ebeltoft-878522488
"Lodbergsvej 141, Søndervig",6950,Ringkøbing,2845000,Fritidshus,50,4.0,1967,-,1007,140.8,7562.0,579.0,56.12119,8.11084,https://www.boliga.dk/adresse/lodbergsvej-141-6950-ringkoebing-995996335
Rishøjvej 53,4500,Nykøbing Sj,10500000,Fritidshus,117,3.0,1987,-,21,140.8,1267.0,3398.0,55.9024,11.72076,https://www.boliga.dk/adresse/rishoejvej-53-4500-nykoebing-sj-840249103
Fjordvej 92,5330,Munkebo,1895000,Villa/Parcelhus,129,5.0,1932,D,96,140.8,1850.0,7724.0,55.45517,10.5528,https://www.boliga.dk/adresse/fjordvej-92-5330-munkebo-216020034
"Strandengen 15, Peløkke",5900,Rudkøbing,1900000,Helårsgrund,0,,0,-,0,140.9,1351.0,2684.0,54.95208,10.72698,https://www.boliga.dk/adresse/strandengen-15-5900-rudkoebing-1902984150
Kongsnæsparken 7,4850,Stubbekøbing,2145000,Fritidshus,123,5.0,2009,-,62,141.3,3093.0,947.0,54.8882,12.05465,https://www.boliga.dk/adresse/kongsnaesparken-7-4850-stubbekoebing-828609392
Frederiksvej 44B,3730,Nexø,9850000,Fritidshus,127,5.0,2023,-,159,141.3,1294.0,2656.0,55.03374,15.10902,https://www.boliga.dk/adresse/frederiksvej-44b-3730-nexoe-44991473
"Mågevej 15, Østerby Havn",9940,Læsø,3295000,Fritidshus,136,6.0,1994,E,121,141.4,15543.0,10778.0,57.32044,11.13287,https://www.boliga.dk/adresse/maagevej-15-9940-laesoe-577875170
Smedegade 28,6950,Ringkøbing,2995000,Villa/Parcelhus,148,7.0,1890,D,12,141.5,2380.0,2605.0,56.08841,8.2431,https://www.boliga.dk/adresse/smedegade-28-6950-ringkoebing-1694636627
Villingebæk Strandvej 510,3100,Hornbæk,26000000,Fritidshus,395,14.0,1917,-,140,141.6,4331.0,11247.0,56.09687,12.41366,https://www.boliga.dk/adresse/villingebaek-strandvej-510-3100-hornbaek-1191968672
"Søndersiden 12, Hjarbæk",8831,Løgstrup,1395000,Villa/Parcelhus,133,5.0,1837,E,616,141.6,3286.0,2394.0,56.52971,9.32006,https://www.boliga.dk/adresse/soendersiden-12-8831-loegstrup-2047639803
"Rigelvej 8, Vejlby Fed",5500,Middelfart,2595000,Fritidshus,49,3.0,1973,-,33,142.0,3236.0,3511.0,55.51975,9.85206,https://www.boliga.dk/adresse/rigelvej-8-5500-middelfart-210969746
Sommervej 20C,7900,Nykøbing M,1345000,Helårsgrund,0,0.0,0,-,1581,142.0,2948.0,3016.0,56.78084,8.8595,https://www.boliga.dk/adresse/sommervej-20c-7900-nykoebing-m-395960363
"Sundvænget 3A, Hasselø Pl",4800,Nykøbing F,2495000,Fritidshus,170,6.0,1973,D,193,142.1,1927.0,1827.0,54.73873,11.8772,https://www.boliga.dk/adresse/sundvaenget-3a-4800-nykoebing-f-1823606064
"I Bakkerne 5, Aarsdale",3740,Svaneke,3995000,Fritidshus,190,6.0,1962,C,8,142.3,3564.0,3494.0,55.10806,15.14173,https://www.boliga.dk/adresse/i-bakkerne-5-3740-svaneke-651949710
Vesterhavsgade 1A,7680,Thyborøn,2295000,Fritidshus,216,5.0,1973,D,106,142.4,3472.0,9176.0,56.70619,8.21814,https://www.boliga.dk/adresse/vesterhavsgade-1a-7680-thyboroen-6279687
Bjerghuse 35,6990,Ulfborg,1495000,Fritidshus,65,4.0,1972,-,120,142.4,2175.0,4849.0,56.3226,8.12311,https://www.boliga.dk/adresse/bjerghuse-35-6990-ulfborg-636242589
"Strandgården Vest 32, Kastrup",4300,Holbæk,1495000,Fritidshus,62,4.0,1977,-,59,142.4,3884.0,2136.0,55.77203,11.65811,https://www.boliga.dk/adresse/strandgaarden-vest-32-4300-holbaek-971036108
Sønder Strand 9,9900,Frederikshavn,840000,Villa/Parcelhus,91,3.0,1924,D,44,142.4,2427.0,2064.0,57.42917,10.52459,https://www.boliga.dk/adresse/soender-strand-9-9900-frederikshavn-385080831
Solsbækvej 61B,9300,Sæby,4500000,Helårsgrund,0,,0,-,55,142.5,2844.0,1304.0,57.3229,10.52527,https://www.boliga.dk/adresse/solsbaekvej-61b-9300-saeby-5812022
"Løvdalsvej 9, Stinesminde",9500,Hobro,6895000,Villa/Parcelhus,256,6.0,1987,D,358,142.7,3864.0,7130.0,56.67093,9.96787,https://www.boliga.dk/adresse/loevdalsvej-9-9500-hobro-2107341353
"Nygade 14, Lendemarke",4780,Stege,1050000,Villa/Parcelhus,140,6.0,1915,D,317,142.7,2437.0,660.0,54.98043,12.27945,https://www.boliga.dk/adresse/nygade-14-4780-stege-1274990704
Strandparken 4,6950,Ringkøbing,1795000,Helårsgrund,0,0.0,0,-,467,142.8,2175.0,2231.0,56.07583,8.26823,https://www.boliga.dk/adresse/strandparken-4-6950-ringkoebing-183337543
"Annesvej 3, Lyngså",9300,Sæby,1898000,Fritidshus,79,4.0,1979,-,530,142.9,2402.0,1810.0,57.25282,10.54765,https://www.boliga.dk/adresse/annesvej-3-9300-saeby-471110408
"Brinken 104, Strøby Egede",4600,Køge,2495000,Fritidshus,50,2.0,1964,-,72,142.9,2646.0,7534.0,55.40995,12.26828,https://www.boliga.dk/adresse/brinken-104-4600-koege-989545875
Heboltoft 50,6950,Ringkøbing,3295000,Villa/Parcelhus,188,6.0,1979,c,60,143.0,2219.0,2589.0,56.07051,8.27741,https://www.boliga.dk/adresse/heboltoft-50-6950-ringkoebing-702071402
"Blåklokkevej 3, Stoense Udflytter",5953,Tranekær,1995000,Fritidshus,110,5.0,1975,-,366,143.0,1562.0,5760.0,55.11044,10.88724,https://www.boliga.dk/adresse/blaaklokkevej-3-5953-tranekaer-729136991
"Rylevej 14, Mosebølle",4640,Faxe,2895000,Fritidshus,67,4.0,2003,-,27,143.0,3868.0,3994.0,55.17636,12.06015,https://www.boliga.dk/adresse/rylevej-14-4640-faxe-1741483801
"Fjordternevej 14, Helligsø",7760,Hurup Thy,995000,Fritidshus,79,4.0,1979,-,197,143.2,2318.0,4373.0,56.67771,8.36999,https://www.boliga.dk/adresse/fjordternevej-14-7760-hurup-thy-1862514759
"Præstemarken 50, Øster Hurup",9560,Hadsund,3145000,Fritidshus,78,4.0,1996,-,91,143.2,4087.0,784.0,56.80824,10.27327,https://www.boliga.dk/adresse/praestemarken-50-9560-hadsund-2046028235
"Gåsestien 3, Furreby",9480,Løkken,1595000,Fritidshus,40,3.0,1970,-,782,143.3,1356.0,1939.0,57.38825,9.72674,https://www.boliga.dk/adresse/gaasestien-3-9480-loekken-691427347
Søndre Ringvej 9,5610,Assens,1995000,Villa/Parcelhus,280,10.0,1900,e,260,143.4,1902.0,1990.0,55.26938,9.89185,https://www.boliga.dk/adresse/soendre-ringvej-9-5610-assens-7600219
"Tranevej 7, Ll Kongsmark",4200,Slagelse,1350000,Fritidshus,51,3.0,1971,-,148,143.4,2681.0,4717.0,55.42357,11.19863,https://www.boliga.dk/adresse/tranevej-7-4200-slagelse-2080286269
"Grønhøjvænge 28, Løserup",4300,Holbæk,1795000,Fritidshus,62,3.0,1962,-,401,143.5,2163.0,3354.0,55.78943,11.73997,https://www.boliga.dk/adresse/groenhoejvaenge-28-4300-holbaek-1618316243
"Gaden 38, Aarsdale",3740,Svaneke,3795000,Fritidshus,158,5.0,1920,E,128,143.5,3952.0,3845.0,55.10471,15.1435,https://www.boliga.dk/adresse/gaden-38-3740-svaneke-1846019469
Skærbæksmøllevej 1,5500,Middelfart,2495000,Villa/Parcelhus,110,4.0,1925,D,20,143.5,2924.0,449.0,55.51408,9.75991,https://www.boliga.dk/adresse/skaerbaeksmoellevej-1-5500-middelfart-144432845
"Halvrebene 65, Als",9560,Hadsund,2398000,Fritidshus,98,5.0,1995,-,91,143.6,7053.0,1409.0,56.74547,10.30309,https://www.boliga.dk/adresse/halvrebene-65-9560-hadsund-581287423
Remmerstrandvej 145B,7620,Lemvig,1395000,Fritidshus,58,2.0,2023,-,142,143.6,3392.0,8607.0,56.54923,8.49053,https://www.boliga.dk/adresse/remmerstrandvej-145b-7620-lemvig-1278355057
Sønderport 31A,6200,Aabenraa,3498000,Villa/Parcelhus,192,6.0,1929,C,49,143.7,3950.0,1691.0,55.03831,9.42,https://www.boliga.dk/adresse/soenderport-31a-6200-aabenraa-225535062
"Søndervænget 10, Hasmark Strand",5450,Otterup,1095000,Fritidshus,50,3.0,1965,-,265,143.8,3057.0,8969.0,55.56007,10.46577,https://www.boliga.dk/adresse/soendervaenget-10-5450-otterup-1886318982
"Vile Vestergårdvej 88, Vile",7870,Roslev,2495000,Fritidshus,76,4.0,1971,-,43,144.0,4537.0,5897.0,56.72499,8.84115,https://www.boliga.dk/adresse/vile-vestergaardvej-88-7870-roslev-1902912520
Fjordvang 13,4000,Roskilde,2995000,Fritidshus,108,3.0,1974,-,42,144.1,1622.0,1770.0,55.65127,11.94034,https://www.boliga.dk/adresse/fjordvang-13-4000-roskilde-596478707
"Fjordvej 17, Over Draaby Strand",3630,Jægerspris,3995000,Fritidshus,120,4.0,1962,-,116,144.2,1878.0,3072.0,55.83348,11.95224,https://www.boliga.dk/adresse/fjordvej-17-3630-jaegerspris-4170820
"Havvej 10, Fjellerup Strand",8585,Glesborg,2049000,Fritidshus,76,3.0,1950,-,78,144.4,7328.0,1014.0,56.51583,10.58198,https://www.boliga.dk/adresse/havvej-10-8585-glesborg-1227170091
Assensvej 26,5600,Faaborg,1525000,Villa/Parcelhus,143,5.0,1884,d,624,144.5,6743.0,10028.0,55.10235,10.22912,https://www.boliga.dk/adresse/assensvej-26-5600-faaborg-1766041838
Havet 5,8585,Glesborg,2495000,Villa/Parcelhus,110,5.0,1960,D,19,144.6,508.0,8930.0,56.53048,10.71163,https://www.boliga.dk/adresse/havet-5-8585-glesborg-996287918
"Odinvej 9, Holme",8400,Ebeltoft,3695000,Fritidshus,90,5.0,1973,-,55,144.7,4646.0,4439.0,56.23338,10.75115,https://www.boliga.dk/adresse/odinvej-9-8400-ebeltoft-498945386
"Søndergade 18, Nyord",4780,Stege,2195000,Fritidshus,106,5.0,1896,D,103,144.7,4956.0,7630.0,55.04123,12.1943,https://www.boliga.dk/adresse/soendergade-18-4780-stege-850919420
Strandlund 20,9560,Hadsund,2295000,Fritidshus,78,4.0,1998,-,659,144.7,6666.0,1907.0,56.7411,10.30795,https://www.boliga.dk/adresse/strandlund-20-9560-hadsund-1774230056
"Lærkevænget 8, Sundby",4800,Nykøbing F,2995000,Villa/Parcelhus,210,7.0,1967,D,35,144.7,2743.0,2138.0,54.7735,11.84686,https://www.boliga.dk/adresse/laerkevaenget-8-4800-nykoebing-f-2060539146
